"Date","Make","Quantity","Pct"
2011-04,Mercedes-Benz,358,32
2011-04,Hyundai,357,32
2011-04,Citroen,262,23
2011-04,Suzuki,241,21
2011-04,Mazda,169,15
2011-04,Kia,165,15
2011-04,Subaru,143,13
2011-04,Honda,143,13
2011-04,Lexus,69,06
2011-04,Renault,67,06
2011-04,MINI,61,05
2011-04,Saab,54,05
2011-04,Fiat,47,04
2011-04,Alfa Romeo,33,03
2011-04,Ssangyong,24,02
2011-04,Land Rover,9,01
2011-04,Smart,7,01
2011-04,Think,6,01
2011-04,Porsche,6,01
2011-04,Daihatsu,4,0
2011-04,Jaguar,3,0
2011-04,Tesla,3,0
2011-04,Chevrolet,2,0
2011-04,Aston Martin,2,0
2011-04,Dacia,1,0
2011-05,Volkswagen,1822,14
2011-05,Toyota,1306,10
2011-05,Volvo,1084,83
2011-05,Ford,1067,82
2011-05,Peugeot,1018,78
2011-05,Mitsubishi,827,64
2011-05,Audi,720,55
2011-05,BMW,714,55
2011-05,Skoda,585,45
2011-05,Opel,561,43
2011-05,Nissan,537,41
2011-05,Mercedes-Benz,463,36
2011-05,Hyundai,447,34
2011-05,Citroen,374,29
2011-05,Kia,239,18
2011-05,Honda,218,17
2011-05,Suzuki,211,16
2011-05,Mazda,178,14
2011-05,Subaru,175,13
2011-05,Renault,120,09
2011-05,Fiat,75,06
2011-05,MINI,67,05
2011-05,Alfa Romeo,61,05
2011-05,Lexus,41,03
2011-05,Saab,24,02
2011-05,Ssangyong,19,01
2011-05,Think,14,01
2011-05,Porsche,13,01
2011-05,Land Rover,8,01
2011-05,Smart,7,01
2011-05,Tesla,4,0
2011-05,Daihatsu,1,0
2011-05,Nilsson,1,0
2011-05,Chevrolet,1,0
2011-05,Isuzu,1,0
2011-05,Ferrari,1,0
2011-05,Morgan,1,0
2011-06,Volkswagen,1222,118
2011-06,Ford,1085,105
2011-06,Toyota,876,85
2011-06,Volvo,853,82
2011-06,Audi,658,64
2011-06,Skoda,623,6
2011-06,Mitsubishi,578,56
2011-06,Peugeot,571,55
2011-06,BMW,533,51
2011-06,Hyundai,522,5
2011-06,Opel,423,41
2011-06,Nissan,418,4
2011-06,Mercedes-Benz,394,38
2011-06,Citroen,345,33
2011-06,Honda,232,22
2011-06,Suzuki,203,2
2011-06,Mazda,173,17
2011-06,Kia,171,17
2011-06,Subaru,122,12
2011-06,Renault,79,08
2011-06,Fiat,67,06
2011-06,MINI,57,06
2011-06,Alfa Romeo,34,03
2011-06,Think,26,03
2011-06,Lexus,22,02
2011-06,Saab,19,02
2011-06,Porsche,17,02
2011-06,Smart,8,01
2011-06,Ssangyong,6,01
2011-06,Land Rover,4,0
2011-06,Tesla,4,0
2011-06,Daihatsu,3,0
2011-06,Jaguar,2,0
2011-06,Aston Martin,1,0
2011-06,Jeep,1,0
2011-06,Morgan,1,0
2011-06,Lancia,1,0
2011-07,Volkswagen,1590,142
2011-07,Toyota,1325,118
2011-07,Volvo,1134,101
2011-07,Ford,901,81
2011-07,Mitsubishi,707,63
2011-07,Skoda,646,58
2011-07,Peugeot,635,57
2011-07,Audi,630,56
2011-07,BMW,496,44
2011-07,Nissan,456,41
2011-07,Opel,419,37
2011-07,Mercedes-Benz,403,36
2011-07,Hyundai,341,3
2011-07,Citroen,307,27
2011-07,Suzuki,252,23
2011-07,Kia,192,17
2011-07,Mazda,165,15
2011-07,Subaru,141,13
2011-07,Honda,101,09
2011-07,MINI,86,08
2011-07,Renault,83,07
2011-07,Fiat,51,05
2011-07,Alfa Romeo,45,04
2011-07,Lexus,24,02
2011-07,Porsche,15,01
2011-07,Ssangyong,10,01
2011-07,Saab,7,01
2011-07,Smart,6,01
2011-07,Land Rover,6,01
2011-07,Jaguar,5,0
2011-07,Think,3,0
2011-07,Tesla,3,0
2011-07,Nilsson,2,0
2011-07,Daihatsu,1,0
2011-07,Chevrolet,1,0
2011-08,Volkswagen,1827,159
2011-08,Toyota,1284,112
2011-08,Ford,1248,109
2011-08,Volvo,687,6
2011-08,Skoda,648,57
2011-08,Mitsubishi,635,55
2011-08,Hyundai,622,54
2011-08,Audi,588,51
2011-08,Peugeot,557,49
2011-08,BMW,449,39
2011-08,Nissan,403,35
2011-08,Opel,400,35
2011-08,Mercedes-Benz,375,33
2011-08,Suzuki,300,26
2011-08,Citroen,283,25
2011-08,Kia,241,21
2011-08,Subaru,190,17
2011-08,Honda,181,16
2011-08,Mazda,134,12
2011-08,MINI,87,08
2011-08,Renault,82,07
2011-08,Fiat,69,06
2011-08,Lexus,53,05
2011-08,Alfa Romeo,50,04
2011-08,Porsche,20,02
2011-08,Saab,10,01
2011-08,Smart,9,01
2011-08,Land Rover,9,01
2011-08,Think,6,01
2011-08,Ssangyong,6,01
2011-08,Chevrolet,3,0
2011-08,Dacia,2,0
2011-08,Daihatsu,1,0
2011-08,Jaguar,1,0
2011-08,Tesla,1,0
2011-08,Aston Martin,1,0
2011-08,Morgan,1,0
2011-08,Infiniti,1,0
2011-09,Volkswagen,1674,143
2011-09,Toyota,1313,112
2011-09,Volvo,1178,10
2011-09,Ford,1107,94
2011-09,Peugeot,729,62
2011-09,Skoda,691,59
2011-09,Audi,581,5
2011-09,Nissan,548,47
2011-09,Mitsubishi,537,46
2011-09,BMW,531,45
2011-09,Hyundai,450,38
2011-09,Mercedes-Benz,363,31
2011-09,Opel,326,28
2011-09,Citroen,290,25
2011-09,Suzuki,267,23
2011-09,Kia,237,2
2011-09,Honda,199,17
2011-09,Subaru,178,15
2011-09,Mazda,107,09
2011-09,MINI,85,07
2011-09,Fiat,73,06
2011-09,Lexus,70,06
2011-09,Renault,65,06
2011-09,Alfa Romeo,41,03
2011-09,Land Rover,24,02
2011-09,Ssangyong,15,01
2011-09,Saab,10,01
2011-09,Porsche,10,01
2011-09,Smart,10,01
2011-09,Jaguar,10,01
2011-09,Think,5,0
2011-09,Aston Martin,4,0
2011-09,Chevrolet,2,0
2011-09,Jeep,2,0
2011-09,Daihatsu,1,0
2011-09,Tesla,1,0
2011-09,Iveco,1,0
2011-09,Lotus,1,0
2011-09,Secma,1,0
2011-10,Volkswagen,1854,161
2011-10,Toyota,1218,106
2011-10,Ford,1147,99
2011-10,Volvo,1061,92
2011-10,Skoda,770,67
2011-10,BMW,639,55
2011-10,Audi,587,51
2011-10,Peugeot,535,46
2011-10,Mitsubishi,502,43
2011-10,Nissan,438,38
2011-10,Hyundai,432,37
2011-10,Mercedes-Benz,373,32
2011-10,Citroen,370,32
2011-10,Opel,308,27
2011-10,Subaru,242,21
2011-10,Suzuki,224,19
2011-10,Kia,200,17
2011-10,Honda,131,11
2011-10,Mazda,97,08
2011-10,MINI,83,07
2011-10,Fiat,74,06
2011-10,Lexus,57,05
2011-10,Renault,55,05
2011-10,Land Rover,49,04
2011-10,Alfa Romeo,27,02
2011-10,Porsche,18,02
2011-10,Iveco,12,01
2011-10,Ssangyong,11,01
2011-10,Think,8,01
2011-10,Smart,5,0
2011-10,Chevrolet,4,0
2011-10,Saab,4,0
2011-10,Jaguar,2,0
2011-10,Dacia,2,0
2011-10,Jeep,1,0
2011-10,Tesla,1,0
2011-10,Daihatsu,1,0
2011-10,Lotus,1,0
2011-11,Volkswagen,1960,159
2011-11,Toyota,1298,105
2011-11,Ford,1282,104
2011-11,Volvo,1193,97
2011-11,Mitsubishi,702,57
2011-11,Peugeot,622,5
2011-11,Nissan,618,5
2011-11,Audi,601,49
2011-11,Skoda,593,48
2011-11,BMW,591,48
2011-11,Hyundai,543,44
2011-11,Mercedes-Benz,406,33
2011-11,Opel,339,27
2011-11,Citroen,302,24
2011-11,Suzuki,250,2
2011-11,Kia,246,2
2011-11,Subaru,190,15
2011-11,Mazda,166,13
2011-11,Honda,106,09
2011-11,Renault,77,06
2011-11,MINI,63,05
2011-11,Fiat,53,04
2011-11,Land Rover,49,04
2011-11,Lexus,31,03
2011-11,Alfa Romeo,26,02
2011-11,Porsche,14,01
2011-11,Ssangyong,9,01
2011-11,Iveco,7,01
2011-11,Jaguar,6,0
2011-11,Smart,4,0
2011-11,Think,2,0
2011-11,Chevrolet,2,0
2011-11,Nilsson,2,0
2011-11,Aston Martin,2,0
2011-11,Daihatsu,1,0
2011-11,Tesla,1,0
2011-12,Volkswagen,2030,176
2011-12,Ford,1377,119
2011-12,Volvo,1235,107
2011-12,Toyota,932,81
2011-12,Skoda,748,65
2011-12,Audi,603,52
2011-12,Mitsubishi,598,52
2011-12,Hyundai,498,43
2011-12,Peugeot,453,39
2011-12,Nissan,432,37
2011-12,Kia,401,35
2011-12,Mercedes-Benz,395,34
2011-12,BMW,328,28
2011-12,Citroen,274,24
2011-12,Opel,265,23
2011-12,Subaru,221,19
2011-12,Mazda,144,12
2011-12,Suzuki,138,12
2011-12,Honda,122,11
2011-12,Renault,90,08
2011-12,MINI,79,07
2011-12,Land Rover,46,04
2011-12,Fiat,43,04
2011-12,Alfa Romeo,34,03
2011-12,Lexus,16,01
2011-12,Ssangyong,10,01
2011-12,Porsche,8,01
2011-12,Jeep,7,01
2011-12,Smart,6,01
2011-12,Jaguar,4,0
2011-12,Tesla,3,0
2011-12,Chevrolet,3,0
2011-12,Saab,2,0
2011-12,Think,2,0
2011-12,Daihatsu,1,0
2011-12,Iveco,1,0
2011-12,Chevrolet US,1,0
2012-01,Volkswagen,1528,141
2012-01,Toyota,1388,128
2012-01,Volvo,911,84
2012-01,Ford,828,76
2012-01,Audi,789,73
2012-01,BMW,721,67
2012-01,Nissan,673,62
2012-01,Peugeot,493,45
2012-01,Mercedes-Benz,461,43
2012-01,Skoda,430,4
2012-01,Mitsubishi,406,37
2012-01,Opel,327,3
2012-01,Hyundai,312,29
2012-01,Kia,302,28
2012-01,Suzuki,250,23
2012-01,Citroen,239,22
2012-01,Subaru,168,16
2012-01,Mazda,122,11
2012-01,Lexus,94,09
2012-01,MINI,86,08
2012-01,Land Rover,69,06
2012-01,Honda,58,05
2012-01,Porsche,46,04
2012-01,Fiat,41,04
2012-01,Renault,41,04
2012-01,Alfa Romeo,20,02
2012-01,Jeep,19,02
2012-01,Ssangyong,4,0
2012-01,Smart,3,0
2012-01,Tesla,2,0
2012-01,Aston Martin,1,0
2012-01,Bentley,1,0
2012-01,Cadillac,1,0
2012-01,Chevrolet,1,0
2012-01,Ferrari,1,0
2012-01,Jaguar,1,0
2012-01,Saab,1,0
2012-02,Toyota,1465,134
2012-02,Volkswagen,1340,123
2012-02,Ford,862,79
2012-02,Volvo,800,73
2012-02,Audi,641,59
2012-02,Nissan,614,56
2012-02,BMW,598,55
2012-02,Skoda,543,5
2012-02,Peugeot,527,48
2012-02,Hyundai,485,44
2012-02,Mercedes-Benz,429,39
2012-02,Kia,424,39
2012-02,Mitsubishi,369,34
2012-02,Citroen,331,3
2012-02,Opel,321,29
2012-02,Subaru,312,29
2012-02,Suzuki,171,16
2012-02,Honda,145,13
2012-02,Mazda,144,13
2012-02,Land Rover,100,09
2012-02,MINI,77,07
2012-02,Renault,60,05
2012-02,Fiat,46,04
2012-02,Lexus,33,03
2012-02,Alfa Romeo,27,02
2012-02,Jeep,21,02
2012-02,Porsche,20,02
2012-02,Ssangyong,3,0
2012-02,Smart,3,0
2012-02,Jaguar,3,0
2012-02,Chevrolet,2,0
2012-02,Saab,2,0
2012-02,Bentley,1,0
2012-02,Cadillac,1,0
2012-02,Ferrari,1,0
2012-02,Dacia,1,0
2012-02,Martin Motors,1,0
2012-02,Nilsson,1,0
2012-02,Think,1,0
2012-03,Toyota,1834,141
2012-03,Volkswagen,1701,13
2012-03,Ford,1255,96
2012-03,Volvo,1127,86
2012-03,Audi,747,57
2012-03,BMW,672,51
2012-03,Nissan,669,51
2012-03,Hyundai,602,46
2012-03,Skoda,531,41
2012-03,Mercedes-Benz,518,4
2012-03,Peugeot,484,37
2012-03,Mitsubishi,437,33
2012-03,Kia,411,31
2012-03,Opel,376,29
2012-03,Subaru,315,24
2012-03,Citroen,313,24
2012-03,Suzuki,229,18
2012-03,Mazda,192,15
2012-03,Honda,161,12
2012-03,Land Rover,87,07
2012-03,Fiat,80,06
2012-03,MINI,65,05
2012-03,Renault,65,05
2012-03,Lexus,52,04
2012-03,Alfa Romeo,48,04
2012-03,Porsche,20,02
2012-03,Jeep,20,02
2012-03,Jaguar,17,01
2012-03,Ssangyong,5,0
2012-03,Smart,5,0
2012-03,Tesla,4,0
2012-03,Think,3,0
2012-03,Chevrolet,2,0
2012-03,Morgan,2,0
2012-03,Saab,1,0
2012-03,Ferrari,1,0
2012-04,Volkswagen,2107,194
2012-04,Toyota,1364,125
2012-04,Volvo,928,85
2012-04,Ford,741,68
2012-04,Audi,703,65
2012-04,Skoda,652,6
2012-04,BMW,625,57
2012-04,Nissan,436,4
2012-04,Mercedes-Benz,415,38
2012-04,Mitsubishi,396,36
2012-04,Hyundai,392,36
2012-04,Peugeot,391,36
2012-04,Kia,338,31
2012-04,Opel,301,28
2012-04,Citroen,204,19
2012-04,Mazda,183,17
2012-04,Subaru,174,16
2012-04,Suzuki,114,1
2012-04,Honda,84,08
2012-04,MINI,67,06
2012-04,Land Rover,65,06
2012-04,Fiat,47,04
2012-04,Lexus,39,04
2012-04,Renault,34,03
2012-04,Porsche,23,02
2012-04,Jeep,20,02
2012-04,Alfa Romeo,19,02
2012-04,Tesla,4,0
2012-04,Smart,3,0
2012-04,Think,2,0
2012-04,Ssangyong,1,0
2012-04,Morgan,1,0
2012-04,Aston Martin,1,0
2012-04,Dacia,1,0
2012-04,NA,1,0
2012-05,Volkswagen,1712,136
2012-05,Toyota,1508,12
2012-05,Volvo,1099,87
2012-05,Ford,1019,81
2012-05,Audi,825,65
2012-05,Hyundai,683,54
2012-05,BMW,670,53
2012-05,Peugeot,655,52
2012-05,Nissan,589,47
2012-05,Mitsubishi,477,38
2012-05,Skoda,469,37
2012-05,Kia,455,36
2012-05,Mercedes-Benz,449,36
2012-05,Citroen,338,27
2012-05,Subaru,321,25
2012-05,Opel,318,25
2012-05,Mazda,225,18
2012-05,Suzuki,198,16
2012-05,Honda,167,13
2012-05,MINI,103,08
2012-05,Land Rover,58,05
2012-05,Renault,57,05
2012-05,Lexus,52,04
2012-05,Fiat,51,04
2012-05,Porsche,32,03
2012-05,Jeep,29,02
2012-05,Alfa Romeo,27,02
2012-05,Smart,9,01
2012-05,Jaguar,3,0
2012-05,Tesla,3,0
2012-05,Ssangyong,2,0
2012-05,Chevrolet,2,0
2012-05,Saab,2,0
2012-05,Think,1,0
2012-05,Cadillac,1,0
2012-05,Fisker,1,0
2012-05,Iveco,1,0
2012-05,Westfield,1,0
2012-06,Volkswagen,1480,134
2012-06,Toyota,1264,114
2012-06,Ford,1120,101
2012-06,Volvo,890,81
2012-06,BMW,621,56
2012-06,Audi,578,52
2012-06,Skoda,573,52
2012-06,Hyundai,522,47
2012-06,Peugeot,516,47
2012-06,Nissan,477,43
2012-06,Kia,380,34
2012-06,Mercedes-Benz,355,32
2012-06,Citroen,347,31
2012-06,Mitsubishi,340,31
2012-06,Mazda,303,27
2012-06,Opel,292,26
2012-06,Subaru,274,25
2012-06,Honda,191,17
2012-06,Suzuki,137,12
2012-06,Renault,110,1
2012-06,MINI,56,05
2012-06,Land Rover,52,05
2012-06,Fiat,46,04
2012-06,Lexus,35,03
2012-06,Porsche,30,03
2012-06,Jeep,17,02
2012-06,Alfa Romeo,16,01
2012-06,Tesla,5,0
2012-06,Jaguar,4,0
2012-06,Smart,4,0
2012-06,Ssangyong,4,0
2012-06,Chevrolet,2,0
2012-06,Fisker,2,0
2012-06,Nilsson,2,0
2012-06,Think,1,0
2012-06,Saab,1,0
2012-06,Ferrari,1,0
2012-06,Morgan,1,0
2012-06,Dacia,1,0
2012-06,Iveco,1,0
2012-06,NA,1,0
2012-06,Isuzu,1,0
2012-07,Volkswagen,2031,17
2012-07,Toyota,1342,113
2012-07,Volvo,917,77
2012-07,Ford,841,71
2012-07,Audi,836,7
2012-07,Skoda,781,66
2012-07,Nissan,595,5
2012-07,BMW,537,45
2012-07,Peugeot,512,43
2012-07,Hyundai,478,4
2012-07,Kia,404,34
2012-07,Mercedes-Benz,380,32
2012-07,Mitsubishi,374,31
2012-07,Subaru,371,31
2012-07,Mazda,319,27
2012-07,Opel,316,27
2012-07,Citroen,286,24
2012-07,Suzuki,135,11
2012-07,Honda,105,09
2012-07,Fiat,68,06
2012-07,Renault,66,06
2012-07,Land Rover,47,04
2012-07,MINI,46,04
2012-07,Lexus,44,04
2012-07,Porsche,38,03
2012-07,Alfa Romeo,17,01
2012-07,Jeep,15,01
2012-07,Ssangyong,5,0
2012-07,Tesla,3,0
2012-07,Saab,2,0
2012-07,Isuzu,2,0
2012-07,Jaguar,1,0
2012-07,Smart,1,0
2012-07,Chevrolet,1,0
2012-07,Think,1,0
2012-07,Fisker,1,0
2012-07,Aston Martin,1,0
2012-07,NA,1,0
2012-08,Volkswagen,1873,159
2012-08,Toyota,1547,131
2012-08,Ford,911,77
2012-08,Audi,767,65
2012-08,Peugeot,657,56
2012-08,Skoda,643,55
2012-08,Volvo,609,52
2012-08,BMW,579,49
2012-08,Nissan,553,47
2012-08,Kia,464,39
2012-08,Mercedes-Benz,457,39
2012-08,Hyundai,432,37
2012-08,Subaru,361,31
2012-08,Citroen,348,3
2012-08,Mitsubishi,341,29
2012-08,Opel,266,23
2012-08,Mazda,248,21
2012-08,Suzuki,164,14
2012-08,Honda,162,14
2012-08,Fiat,69,06
2012-08,MINI,61,05
2012-08,Renault,59,05
2012-08,Land Rover,49,04
2012-08,Lexus,42,04
2012-08,Alfa Romeo,39,03
2012-08,Porsche,34,03
2012-08,Jeep,21,02
2012-08,Smart,9,01
2012-08,Think,5,0
2012-08,Mia,5,0
2012-08,Jaguar,4,0
2012-08,Tesla,3,0
2012-08,Ssangyong,2,0
2012-08,Chevrolet,1,0
2012-08,Saab,1,0
2012-08,Bentley,1,0
2012-08,Dodge,1,0
2012-08,McLaren,1,0
2012-08,Seat,1,0
2012-09,Volkswagen,1445,13
2012-09,Toyota,1387,125
2012-09,Volvo,945,85
2012-09,Ford,930,84
2012-09,Audi,578,52
2012-09,Nissan,575,52
2012-09,BMW,572,51
2012-09,Mercedes-Benz,501,45
2012-09,Peugeot,490,44
2012-09,Kia,471,42
2012-09,Skoda,463,42
2012-09,Mitsubishi,429,39
2012-09,Subaru,400,36
2012-09,Hyundai,399,36
2012-09,Citroen,389,35
2012-09,Mazda,319,29
2012-09,Opel,299,27
2012-09,Suzuki,176,16
2012-09,Honda,117,11
2012-09,MINI,61,05
2012-09,Fiat,47,04
2012-09,Renault,30,03
2012-09,Lexus,25,02
2012-09,Alfa Romeo,24,02
2012-09,Porsche,16,01
2012-09,Land Rover,15,01
2012-09,Jeep,11,01
2012-09,Smart,5,0
2012-09,Ssangyong,4,0
2012-09,Tesla,3,0
2012-09,Think,3,0
2012-09,Chevrolet US,2,0
2012-09,Chevrolet,1,0
2012-09,Aston Martin,1,0
2012-9,Nilsson,1,0
2012-10,Volkswagen,1848,149
2012-10,Toyota,1640,132
2012-10,Ford,1017,82
2012-10,Volvo,969,78
2012-10,BMW,686,55
2012-10,Peugeot,669,54
2012-10,Audi,654,53
2012-10,Skoda,611,49
2012-10,Nissan,599,48
2012-10,Mercedes-Benz,466,38
2012-10,Kia,458,37
2012-10,Hyundai,432,35
2012-10,Mitsubishi,381,31
2012-10,Mazda,341,27
2012-10,Subaru,334,27
2012-10,Opel,319,26
2012-10,Citroen,280,23
2012-10,Suzuki,176,14
2012-10,Honda,143,12
2012-10,MINI,98,08
2012-10,Fiat,57,05
2012-10,Renault,56,05
2012-10,Land Rover,39,03
2012-10,Lexus,39,03
2012-10,Porsche,31,02
2012-10,Alfa Romeo,27,02
2012-10,Jeep,24,02
2012-10,Chevrolet,4,0
2012-10,Smart,3,0
2012-10,Tesla,3,0
2012-10,Jaguar,2,0
2012-10,Ssangyong,2,0
2012-10,Mia,2,0
2012-10,Morgan,1,0
2012-10,Nilsson,1,0
2012-10,Bentley,1,0
2012-11,Volkswagen,2064,172
2012-11,Toyota,1380,115
2012-11,Volvo,1090,91
2012-11,Ford,741,62
2012-11,Audi,702,59
2012-11,BMW,640,53
2012-11,Nissan,567,47
2012-11,Kia,560,47
2012-11,Peugeot,539,45
2012-11,Mercedes-Benz,523,44
2012-11,Skoda,517,43
2012-11,Mitsubishi,396,33
2012-11,Hyundai,371,31
2012-11,Opel,323,27
2012-11,Subaru,305,25
2012-11,Citroen,282,24
2012-11,Mazda,261,22
2012-11,Suzuki,207,17
2012-11,Honda,205,17
2012-11,MINI,77,06
2012-11,Fiat,55,05
2012-11,Chevrolet,39,03
2012-11,Renault,34,03
2012-11,Land Rover,33,03
2012-11,Lexus,24,02
2012-11,Porsche,19,02
2012-11,Alfa Romeo,13,01
2012-11,Jeep,7,01
2012-11,Jaguar,6,01
2012-11,Fisker,2,0
2012-11,Ssangyong,1,0
2012-11,Saab,1,0
2012-11,Cadillac,1,0
2012-11,Seat,1,0
2012-12,Volkswagen,1378,147
2012-12,Volvo,1265,135
2012-12,Toyota,784,84
2012-12,Ford,742,79
2012-12,Mercedes-Benz,662,71
2012-12,Skoda,580,62
2012-12,Audi,501,53
2012-12,Hyundai,449,48
2012-12,BMW,404,43
2012-12,Nissan,311,33
2012-12,Mitsubishi,308,33
2012-12,Peugeot,276,29
2012-12,Mazda,270,29
2012-12,Kia,250,27
2012-12,Citroen,226,24
2012-12,Subaru,224,24
2012-12,Honda,193,21
2012-12,Opel,158,17
2012-12,Suzuki,103,11
2012-12,Land Rover,70,07
2012-12,MINI,59,06
2012-12,Renault,45,05
2012-12,Fiat,24,03
2012-12,Chevrolet,22,02
2012-12,Porsche,19,02
2012-12,Lexus,14,01
2012-12,Alfa Romeo,6,01
2012-12,Jaguar,6,01
2012-12,Jeep,5,01
2012-12,Smart,3,0
2012-12,Ssangyong,3,0
2012-12,Dacia,3,0
2012-12,Tesla,2,0
2012-12,Think,1,0
2012-12,Mia,1,0
2012-12,Cadillac,1,0
2012-12,Binz,1,0
2013-01,Volkswagen,1680,144
2013-01,Toyota,1287,111
2013-01,Volvo,857,74
2013-01,Ford,679,58
2013-01,BMW,652,56
2013-01,Mazda,646,56
2013-01,Peugeot,639,55
2013-01,Nissan,626,54
2013-01,Mitsubishi,601,52
2013-01,Audi,597,51
2013-01,Mercedes-Benz,485,42
2013-01,Kia,444,38
2013-01,Opel,397,34
2013-01,Skoda,388,33
2013-01,Hyundai,321,28
2013-01,Citroen,274,24
2013-01,Honda,242,21
2013-01,Subaru,238,2
2013-01,Suzuki,176,15
2013-01,MINI,86,07
2013-01,Renault,57,05
2013-01,Land Rover,45,04
2013-01,Lexus,44,04
2013-01,Chevrolet,40,03
2013-01,Porsche,34,03
2013-01,Fiat,29,02
2013-01,Dacia,28,02
2013-01,Alfa Romeo,17,01
2013-01,Jaguar,14,01
2013-01,Jeep,11,01
2013-01,Nilsson,2,0
2013-01,Smart,1,0
2013-01,Ssangyong,1,0
2013-01,Think,1,0
2013-02,Volkswagen,1592,141
2013-02,Toyota,1500,132
2013-02,Volvo,826,73
2013-02,Ford,800,71
2013-02,Audi,641,57
2013-02,Mazda,604,53
2013-02,Mercedes-Benz,563,5
2013-02,Nissan,560,49
2013-02,BMW,533,47
2013-02,Skoda,481,42
2013-02,Peugeot,448,4
2013-02,Kia,441,39
2013-02,Mitsubishi,428,38
2013-02,Honda,332,29
2013-02,Hyundai,309,27
2013-02,Opel,308,27
2013-02,Subaru,270,24
2013-02,Citroen,199,18
2013-02,Suzuki,154,14
2013-02,Fiat,56,05
2013-02,MINI,54,05
2013-02,Land Rover,53,05
2013-02,Lexus,37,03
2013-02,Renault,32,03
2013-02,Chevrolet,30,03
2013-02,Dacia,23,02
2013-02,Porsche,20,02
2013-02,Alfa Romeo,7,01
2013-02,Jeep,7,01
2013-02,Jaguar,3,0
2013-02,Ssangyong,3,0
2013-02,Mia,3,0
2013-02,Think,1,0
2013-02,Aston Martin,1,0
2013-02,Bentley,1,0
2013-02,Fisker,1,0
2013-02,Saab,1,0
2013-03,Volkswagen,1440,134
2013-03,Toyota,1301,121
2013-03,Volvo,826,77
2013-03,Ford,666,62
2013-03,Nissan,620,58
2013-03,Mazda,594,55
2013-03,Audi,488,45
2013-03,Mitsubishi,488,45
2013-03,Skoda,484,45
2013-03,BMW,473,44
2013-03,Hyundai,469,44
2013-03,Mercedes-Benz,460,43
2013-03,Peugeot,390,36
2013-03,Opel,377,35
2013-03,Kia,341,32
2013-03,Honda,298,28
2013-03,Subaru,284,26
2013-03,Citroen,187,17
2013-03,Suzuki,169,16
2013-03,Land Rover,82,08
2013-03,MINI,59,05
2013-03,Renault,56,05
2013-03,Fiat,47,04
2013-03,Lexus,31,03
2013-03,Chevrolet,28,03
2013-03,Porsche,24,02
2013-03,Dacia,18,02
2013-03,Alfa Romeo,9,01
2013-03,Jaguar,7,01
2013-03,Smart,7,01
2013-03,Ssangyong,5,0
2013-03,Jeep,4,0
2013-03,Nilsson,2,0
2013-03,Tesla,1,0
2013-04,Volkswagen,2200,157
2013-04,Toyota,1645,118
2013-04,Volvo,1060,76
2013-04,Audi,987,71
2013-04,Ford,950,68
2013-04,Nissan,814,58
2013-04,Mercedes-Benz,705,5
2013-04,Mitsubishi,648,46
2013-04,BMW,646,46
2013-04,Skoda,625,45
2013-04,Opel,463,33
2013-04,Hyundai,454,32
2013-04,Peugeot,444,32
2013-04,Kia,444,32
2013-04,Mazda,414,3
2013-04,Subaru,325,23
2013-04,Citroen,279,2
2013-04,Honda,250,18
2013-04,Suzuki,163,12
2013-04,MINI,95,07
2013-04,Renault,80,06
2013-04,Fiat,77,06
2013-04,Porsche,49,04
2013-04,Lexus,40,03
2013-04,Chevrolet,35,03
2013-04,Land Rover,29,02
2013-04,Dacia,25,02
2013-04,Alfa Romeo,13,01
2013-04,Jaguar,10,01
2013-04,Jeep,7,01
2013-04,Smart,3,0
2013-04,Ssangyong,2,0
2013-04,Cadillac,2,0
2013-04,Morgan,2,0
2013-04,Think,1,0
2013-04,Aston Martin,1,0
2013-04,Tesla,1,0
2013-05,Toyota,1635,136
2013-05,Volkswagen,1351,112
2013-05,Ford,1010,84
2013-05,Volvo,938,78
2013-05,Audi,699,58
2013-05,BMW,662,55
2013-05,Nissan,645,54
2013-05,Mitsubishi,616,51
2013-05,Mercedes-Benz,592,49
2013-05,Peugeot,491,41
2013-05,Hyundai,468,39
2013-05,Skoda,464,39
2013-05,Kia,409,34
2013-05,Opel,372,31
2013-05,Mazda,338,28
2013-05,Subaru,300,25
2013-05,Honda,230,19
2013-05,Citroen,224,19
2013-05,Suzuki,152,13
2013-05,MINI,97,08
2013-05,Fiat,79,07
2013-05,Renault,73,06
2013-05,Land Rover,36,03
2013-05,Lexus,34,03
2013-05,Chevrolet,26,02
2013-05,Porsche,25,02
2013-05,Dacia,15,01
2013-05,Alfa Romeo,10,01
2013-05,Jaguar,7,01
2013-05,Jeep,7,01
2013-05,Ssangyong,3,0
2013-05,Smart,1,0
2013-05,Nilsson,1,0
2013-05,Saab,1,0
2013-05,Dodge,1,0
2013-06,Volkswagen,1482,135
2013-06,Toyota,1450,132
2013-06,Ford,1084,99
2013-06,Volvo,692,63
2013-06,Nissan,633,58
2013-06,Audi,579,53
2013-06,Mitsubishi,539,49
2013-06,BMW,494,45
2013-06,Hyundai,484,44
2013-06,Mazda,465,42
2013-06,Skoda,434,4
2013-06,Peugeot,371,34
2013-06,Kia,348,32
2013-06,Mercedes-Benz,339,31
2013-06,Subaru,281,26
2013-06,Citroen,250,23
2013-06,Opel,245,22
2013-06,Honda,223,2
2013-06,Suzuki,148,14
2013-06,Fiat,97,09
2013-06,MINI,72,07
2013-06,Chevrolet,67,06
